source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,phot_variable_flag,target_id,target_ra,target_dec,target_separation (deg)
1874523804732334464,339.1260312314968,22.540131903624896,2.7337612196992263,0.08290713,202.98575328196145,0.088020995,50.785308502661024,0.102623746,17.245285,0.0019130707,0.030096054,-0.028182983,,,NOT_AVAILABLE,22:36:30.10-22:32:24.00,339.1254166666667,22.540000000000003,5.827436837994035E-4
1874523740308381184,339.1361992897201,22.534601361779742,-0.01585054768667001,0.5010637,0.29435157709984966,0.60951465,-3.844175037209191,0.7772519,20.189247,1.0744972,0.4798069,0.5946903,,,NOT_AVAILABLE,22:36:30.10-22:32:24.00,339.1254166666667,22.540000000000003,0.011328287113560454
1874523770372593664,339.11340385382425,22.536562670508783,-0.3529956821593029,0.27999634,-0.007926919889618392,0.3025882,0.055530358230283905,0.37681612,19.441202,0.4971447,0.06792259,0.4292221,,,VARIABLE,22:36:30.10-22:32:24.00,339.1254166666667,22.540000000000003,0.011615563450755621
1874535938015693184,339.12238118951785,22.552785361844503,-0.43700676439545816,1.287401,-2.622845387704329,1.329786,7.696736217173836,2.2510526,20.6757,1.6532993,0.5276451,1.1256542,,,NOT_AVAILABLE,22:36:30.10-22:32:24.00,339.1254166666667,22.540000000000003,0.013089115413783901
1874523736012850304,339.1331538538529,22.527888458814857,0.44738646793176684,0.3675242,-6.474151180082037,0.4274642,-9.019117484977416,0.51310426,19.723701,1.6782207,0.8086643,0.8695564,,,NOT_AVAILABLE,22:36:30.10-22:32:24.00,339.1254166666667,22.540000000000003,0.014062770451177098
1874535525698680064,339.10950274034764,22.53466448314699,1.7634075806194167,0.17876875,9.820377121405725,0.22535622,2.409962168450347,0.2745996,18.574972,2.248125,1.2350426,1.0130825,,,NOT_AVAILABLE,22:36:30.10-22:32:24.00,339.1254166666667,22.540000000000003,0.01563700683172312
1874535938015499904,339.1219801037201,22.55567448250921,0.6767220468810806,0.050504606,1.2096490898943006,0.053713623,-3.2428938971421903,0.06095571,16.2798,0.99761486,0.42268372,0.57493114,,,NOT_AVAILABLE,22:36:30.10-22:32:24.00,339.1254166666667,22.540000000000003,0.01599258763528314
1874524186985018368,339.13688594913134,22.552182317716067,2.335368127182362,0.8842477,0.5259880018950926,1.0204767,-4.832682028942823,1.2446196,20.51288,1.9694824,0.9039192,1.0655632,,,NOT_AVAILABLE,22:36:30.10-22:32:24.00,339.1254166666667,22.540000000000003,0.016143549209396837
1874523740308381824,339.1371046124198,22.525672522097928,1.858974955077791,0.26989573,2.2052911099123635,0.31351057,-7.438326006533497,0.36324164,19.160473,2.6667633,1.5030327,1.1637306,,,NOT_AVAILABLE,22:36:30.10-22:32:24.00,339.1254166666667,22.540000000000003,0.01793944026981102
1874523701653108480,339.13171592291087,22.52230779995292,0.1961581427913799,0.1884328,0.8613439945100692,0.20934099,-3.9672428117796685,0.2417654,18.725195,0.8932514,0.41723442,0.476017,,,NOT_AVAILABLE,22:36:30.10-22:32:24.00,339.1254166666667,22.540000000000003,0.018624398325202574
1874535521403117440,339.1038289874499,22.539421027371514,0.2601188471372669,0.24402305,-4.182206392479534,0.2959971,-6.719473739903928,0.38819098,19.110657,2.06456,1.1170483,0.9475117,,,NOT_AVAILABLE,22:36:30.10-22:32:24.00,339.1254166666667,22.540000000000003,0.019947088709227154
1874523736013036544,339.1351935741595,22.52050753528359,0.8316860814410845,0.727078,6.438826089209797,0.92340666,4.812551828846404,1.3036959,20.437609,2.169958,0.9510708,1.2188873,,,NOT_AVAILABLE,22:36:30.10-22:32:24.00,339.1254166666667,22.540000000000003,0.021482780642182682
1874523705948643968,339.12670359509923,22.516772849433067,0.654677718605436,0.045938242,5.375803818723092,0.048986852,-7.51698982364654,0.05657493,16.191437,0.91840744,0.37545776,0.5429497,,,NOT_AVAILABLE,22:36:30.10-22:32:24.00,339.1254166666667,22.540000000000003,0.02325754899124583
1874523534149952512,339.13790068980904,22.517415646910294,2.6844236060537323,0.66923714,-1.362003941264784,0.74130464,-5.329785617014419,0.87048006,19.721533,1.6995811,0.65753365,1.0420475,,,NOT_AVAILABLE,22:36:30.10-22:32:24.00,339.1254166666667,22.540000000000003,0.025357932977692735
1874523671589391360,339.1100819934043,22.516443770977105,,,,,,,21.600672,1.3830509,-1.1489449,2.5319958,,,NOT_AVAILABLE,22:36:30.10-22:32:24.00,339.1254166666667,22.540000000000003,0.027486886682904797
